FID,Box,x,y,adj,Species,number,Grid ref,Lat,Lng,NEAR_FID,NEAR_DIST,Bearing
740,O110,445880,207544,210,G,110,SP4588007544,51.764704,-1.3365856,5605,6.631327286,50
741,O111,445925,207524,210,G,111,SP4592507524,51.764521,-1.3359362,5604,9.911799629,34
742,O112,445957,207532,330,G,112,SP4595707532,51.76459,-1.3354715,5604,23.14516468,212
743,O113,445853,207842,210,G,113,SP4585307842,51.767386,-1.3369375,4815,32.86835434,120
744,O114,445873,207776,200,G,114,SP4587307776,51.766791,-1.3366564,4766,19.32257889,14
745,O115,445904,207704,320,G,115,SP4590407704,51.766141,-1.3362167,4799,2.321106356,294
746,O116,446001,207665,160,G,116,SP4600107665,51.765782,-1.3348164,4901,13.72070549,350
747,O117,446057,207709,160,G,117,SP4605707709,51.766173,-1.3339991,4974,2.726101041,256
748,O118,446026,207782,160,G,118,SP4602607782,51.766832,-1.3344387,4956,17.81242731,18
749,O119,446051,207805,160,G,119,SP4605107805,51.767037,-1.3340734,4859,3.250746325,54
750,O12,445405,208228,0,G,12,SP4540508228,51.770892,-1.3433788,3982,2.028055886,318
751,O13,445365,208274,220,G,13,SP4536508274,51.771309,-1.3439525,4002,0.905287698,134
752,O13A,445386,208272,140,G,0,SP4538608272,51.771289,-1.3436484,4004,13.97336658,284
753,O14,445452,208172,0,G,14,SP4545208172,51.770385,-1.342705,3782,7.45984602,114
754,O15,445420,208179,210,G,15,SP4542008179,51.770451,-1.3431678,3971,13.57874697,230
755,O16,445432,208110,200,G,16,SP4543208110,51.769829,-1.3430029,3955,6.790697703,294
756,O17,445432,208037,180,G,17,SP4543208037,51.769173,-1.3430125,3760,13.58323955,52
757,O18,445340,207981,0,G,18,SP4534007981,51.768677,-1.3443529,4175,8.506694283,184
758,O19,445341,208044,0,G,19,SP4534108044,51.769243,-1.3443302,3908,9.025666716,262
759,O2,445296,208069,0,G,2,SP4529608069,51.769472,-1.344979,3925,2.617114741,104
760,O20,445343,208099,0,G,20,SP4534308099,51.769738,-1.3442941,3935,12.1660044,244
761,O201,445201,207782,110,B,201,SP4520107782,51.766899,-1.3463929,4097,5.82192084,74
762,O202,445220,207800,0,B,202,SP4522007800,51.767059,-1.3461153,4099,13.61103945,344
763,O203,445222,207823,0,B,203,SP4522207823,51.767266,-1.3460833,4102,3.846488418,250
764,O204,445200,207765,0,B,204,SP4520007765,51.766746,-1.3464096,4123,4.06657791,138
765,O205,445238,207770,0,B,205,SP4523807770,51.766788,-1.3458583,4118,5.742995441,328
766,O206,445228,207749,0,B,206,SP4522807749,51.7666,-1.346006,4122,5.915280342,166
767,O207,445197,207729,0,B,207,SP4519707729,51.766423,-1.3464578,4143,8.414181449,76
768,O208,445268,207789,0,B,208,SP4526807789,51.766957,-1.3454212,4109,6.85880845,14
769,O209,445262,207827,180,B,209,SP4526207827,51.767299,-1.3455032,4108,13.76301336,134
770,O21,445271,207992,270,G,21,SP4527107992,51.768781,-1.3453513,4311,3.837596386,165
771,O210,445286,207751,0,B,210,SP4528607751,51.766614,-1.3451653,4136,5.406005662,358
772,O211,445239,207717,60,B,211,SP4523907717,51.766312,-1.3458507,4139,13.87400746,240
773,O212,445250,207704,0,B,212,SP4525007704,51.766194,-1.345693,4141,2.578042805,236
774,O213,445283,207692,180,B,213,SP4528307692,51.766083,-1.3452164,4160,26.19350774,154
775,O214,445230,207676,0,B,214,SP4523007676,51.765944,-1.3459865,4152,2.331326485,170
776,O215,445189,207680,0,B,215,SP4518907680,51.765983,-1.34658,4146,3.570352987,44
777,O216,445273,207665,180,B,216,SP4527307665,51.765841,-1.3453648,4284,17.3029251,110
778,O217,445248,207646,150,B,217,SP4524807646,51.765673,-1.3457296,4274,11.21307583,104
779,O218,445211,207639,0,B,218,SP4521107639,51.765613,-1.3462666,4271,19.98779154,204
780,O219,445182,207632,0,B,219,SP4518207632,51.765552,-1.3466877,4270,8.053389567,324
781,O22,445239,207975,300,G,22,SP4523907975,51.768631,-1.3458172,4309,15.36058884,330
782,O220,445191,207594,0,B,220,SP4519107594,51.76521,-1.3465622,4272,7.292957466,168
783,O221,445258,207618,0,B,221,SP4525807618,51.76542,-1.3455883,4277,9.081273914,354
784,O222,445255,207587,0,B,222,SP4525507587,51.765142,-1.3456358,4257,3.551542993,6
785,O223,445298,207600,0,B,223,SP4529807600,51.765255,-1.3450111,4290,9.833108682,60
786,O224,445294,207559,0,B,224,SP4529407559,51.764887,-1.3450743,4253,5.662093693,90
787,O225,445307,207503,0,B,225,SP4530707503,51.764382,-1.3448933,4331,22.57200053,66
788,O226,445326,207646,160,B,226,SP4532607646,51.765666,-1.3445994,4302,3.166209799,144
789,O227,445347,207617,0,B,227,SP4534707617,51.765404,-1.3442989,4293,5.43166814,144
790,O228,445328,207603,0,B,228,SP4532807603,51.76528,-1.344576,4248,4.174385974,286
791,O229,445383,207599,0,B,229,SP4538307599,51.765239,-1.3437796,4318,1.001416044,78
792,O23,445223,207956,230,G,23,SP4522307956,51.768462,-1.3460515,4308,0.885681942,280
793,O230,445355,207645,0,B,230,SP4535507645,51.765655,-1.3441793,4305,4.452089002,98
794,O231,445487,207624,340,B,231,SP4548707624,51.765455,-1.3422694,4617,5.490335983,44
795,O232,445511,207648,0,B,232,SP4551107648,51.765669,-1.3419185,4617,31.33512296,126
796,O233,445500,207606,100,B,233,SP4550007606,51.765293,-1.3420834,4618,7.369278094,284
797,O234,445552,207611,0,B,234,SP4555207611,51.765333,-1.3413293,4621,37.63014755,136
798,O235,445420,207660,0,B,235,SP4542007660,51.765785,-1.3432355,4610,17.92826692,280
799,O236,445400,207701,0,B,236,SP4540007701,51.766155,-1.34352,4161,58.00143027,170
800,O237,445403,207742,0,B,237,SP4540307742,51.766523,-1.3434712,4234,27.97895207,18
801,O238,445410,207793,0,B,238,SP4541007793,51.766981,-1.3433631,4232,6.744434935,12
802,O239,445383,207821,0,B,239,SP4538307821,51.767235,-1.3437507,4229,11.90443764,82
803,O24,445169,207888,60,G,24,SP4516907888,51.767855,-1.3468428,4082,7.936774888,345
804,O240,445481,207701,0,B,240,SP4548107701,51.766148,-1.3423463,4611,71.66950158,118
805,O241,445509,207731,0,B,241,SP4550907731,51.766416,-1.3419367,4199,93.92940474,326
806,O242,445554,207725,0,B,242,SP4555407725,51.766358,-1.3412854,4204,63.25220056,192
807,O243,445500,208015,10,B,243,SP4550008015,51.76897,-1.34203,3848,16.49334264,152
808,O244,445525,208034,10,B,244,SP4552508034,51.769138,-1.3416652,3840,15.34093608,118
809,O245,445543,208083,160,B,245,SP4554308083,51.769578,-1.341398,3838,13.84950196,72
810,O246,445546,208122,10,B,246,SP4554608122,51.769928,-1.3413494,3834,14.75152503,280
811,O247,445557,208171,160,B,247,SP4555708171,51.770368,-1.3411836,3798,15.48191549,182
812,O248,445575,208187,160,B,248,SP4557508187,51.77051,-1.3409207,3799,14.82014001,136
813,O249,445577,208220,160,B,249,SP4557708220,51.770807,-1.3408873,3800,12.36521395,166
814,O25,445224,207861,0,G,25,SP4522407861,51.767607,-1.3460494,4073,15.26820455,206
815,O250,445583,208288,0,B,250,SP4558308288,51.771417,-1.3407915,2358,5.79241565,50
816,O251,445624,208299,200,B,251,SP4562408299,51.771513,-1.3401959,3493,5.841885177,180
817,O252,445560,208288,270,B,252,SP4556008288,51.771419,-1.3411248,2358,17.99463195,114
818,O253,445484,208230,160,B,253,SP4548408230,51.770904,-1.3422337,3824,6.947376849,132
819,O254,445496,208187,160,B,254,SP4549608187,51.770516,-1.3420655,3788,6.954365079,194
820,O255,445469,208142,160,B,255,SP4546908142,51.770114,-1.3424626,3776,3.877252401,178
821,O256,445457,208064,140,B,256,SP4545708064,51.769414,-1.3426467,3761,15.64006523,6
822,O257,445458,208035,160,B,257,SP4545808035,51.769153,-1.342636,3761,19.26457811,272
823,O258,445405,207958,20,B,258,SP4540507958,51.768465,-1.343414,4197,9.673697582,44
824,O259,445569,208103,160,B,259,SP4556908103,51.769755,-1.3410186,3883,28.21302649,202
825,O26,445162,207858,60,G,26,SP4516207858,51.767586,-1.3469482,4086,9.457040285,208
826,O260,445595,208139,160,B,260,SP4559508139,51.770077,-1.3406371,3885,18.0128749,124
827,O261,445619,208182,160,B,261,SP4561908182,51.770461,-1.3402837,3887,46.20530065,174
828,O27,445125,207882,60,G,27,SP4512507882,51.767804,-1.3474812,4084,11.66320504,45
829,O27A,445123,207834,60,G,0,SP4512307834,51.767373,-1.3475164,4085,12.09838375,260
830,O28,445161,207824,60,G,28,SP4516107824,51.76728,-1.3469671,4088,6.576893309,8
831,O29,445237,208019,230,G,29,SP4523708019,51.769027,-1.3458405,4052,15.43822363,160
832,O3,445270,208068,200,G,3,SP4527008068,51.769465,-1.3453559,4047,7.945044565,204
833,O30,445292,207961,210,G,30,SP4529207961,51.768501,-1.345051,4208,5.255774502,294
834,O30A,445252,207905,180,G,0,SP4525207905,51.768001,-1.3456379,4075,10.30170328,232
835,O31,445299,207976,60,G,31,SP4529907976,51.768635,-1.3449477,4207,7.957934528,44
836,O32,445252,207853,0,G,32,SP4525207853,51.767533,-1.3456447,4078,2.288212936,88
837,O33,445289,207864,0,G,33,SP4528907864,51.767629,-1.3451071,4224,5.912008186,6
838,O34,445303,207804,270,G,34,SP4530307804,51.767089,-1.3449121,4240,2.490777001,156
839,O35,445340,207825,0,G,35,SP4534007825,51.767274,-1.3443732,4225,18.80861952,220
840,O36,445311,207767,150,G,36,SP4531107767,51.766755,-1.344801,4111,4.787324317,114
841,O37,445345,207762,0,G,37,SP4534507762,51.766708,-1.344309,4238,27.68502565,330
842,O38,445314,207708,0,G,38,SP4531407708,51.766225,-1.3447652,4159,8.562990398,80
843,O38A,445297,207657,150,G,0,SP4529707657,51.765768,-1.3450181,4282,7.604504278,94
844,O38B,445284,207630,140,G,0,SP4528407630,51.765526,-1.34521,4285,3.48585798,8
845,O39,445497,207826,0,G,39,SP4549707826,51.767271,-1.3420981,4199,21.86544165,166
846,O4,445229,208070,0,G,4,SP4522908070,51.769486,-1.3459498,4041,8.475929491,28
847,O40,445463,207851,0,G,40,SP4546307851,51.767498,-1.3425875,4184,23.93381828,300
848,O41,445460,207818,0,G,41,SP4546007818,51.767202,-1.3426353,4231,7.444223787,30
849,O42,445424,207886,0,G,42,SP4542407886,51.767816,-1.3431481,4186,5.837753803,248
850,O43,445378,207910,0,G,43,SP4537807910,51.768036,-1.3438115,4178,19.0304522,274
851,O44,445381,207932,0,G,44,SP4538107932,51.768233,-1.3437652,4178,4.017473283,286
852,O45,445345,207887,0,G,45,SP4534507887,51.767831,-1.3442927,4227,15.54409612,238
853,O46,445335,207898,250,G,46,SP4533507898,51.767931,-1.3444362,4222,11.30358282,276
854,O47,445309,207949,90,G,47,SP4530907949,51.768392,-1.3448063,4170,3.631271824,280
855,O48,445471,207554,0,G,48,SP4547107554,51.764827,-1.3425104,4440,2.027083745,194
856,O49,445433,207555,0,G,49,SP4543307555,51.76484,-1.3430608,4353,4.825629658,356
857,O5,445177,208064,240,G,5,SP4517708064,51.769436,-1.3467041,4056,3.632913926,26
858,O50,445432,207611,0,G,50,SP4543207611,51.765343,-1.343068,4361,6.636593737,244
859,O51,445398,207632,0,G,51,SP4539807632,51.765535,-1.3435579,4315,3.131148064,332
860,O52,445378,207666,0,G,52,SP4537807666,51.765842,-1.3438433,4164,21.65216483,34
861,O53,445349,207699,0,G,53,SP4534907699,51.766141,-1.3442592,4162,11.74526794,226
862,O54,445439,207969,0,G,54,SP4543907969,51.768561,-1.3429199,3852,12.98703644,240
863,O55,445367,207969,90,G,55,SP4536707969,51.768567,-1.3439632,3748,7.007678374,88
864,O56,445417,208004,0,G,56,SP4541708004,51.768878,-1.3432341,3754,6.200909064,6
865,O57,445454,208115,150,G,57,SP4545408115,51.769872,-1.3426835,3765,5.914438923,270
866,O58,445428,207496,240,G,58,SP4542807496,51.764309,-1.343141,4343,2.632247736,140
867,O59,445395,207518,0,G,59,SP4539507518,51.76451,-1.3436163,4351,6.699815657,20
868,O5A,445204,208061,0,G,0,SP4520408061,51.769407,-1.3463132,4055,7.941043621,113
869,O6,445174,208104,0,G,6,SP4517408104,51.769796,-1.3467424,4066,13.72556939,306
870,O60,445325,207451,0,G,60,SP4532507451,51.763913,-1.3446392,4330,0.43847411,126
871,O61,445358,207428,0,G,61,SP4535807428,51.763704,-1.3441641,4330,40.60601479,46
872,O62,445324,207873,0,G,62,SP4532407873,51.767707,-1.3445988,4227,20.86997356,32
873,O63,445433,207471,230,G,63,SP4543307471,51.764084,-1.3430718,4366,5.669374215,38
874,O64,445473,207441,0,G,64,SP4547307441,51.763811,-1.3424962,4469,6.882254653,60
875,O65,445533,207431,0,G,65,SP4553307431,51.763717,-1.3416281,4397,5.375479656,104
876,O66,445582,207407,60,G,66,SP4558207407,51.763497,-1.3409213,4476,6.710910396,218
877,O67,445493,207494,0,G,67,SP4549307494,51.764286,-1.3421995,4451,6.653711505,197
878,O68,445455,207486,0,G,68,SP4545507486,51.764217,-1.3427511,4449,4.567762112,316
879,O69,445539,207562,0,G,69,SP4553907562,51.764894,-1.3415241,4620,8.056802007,20
880,O7,445204,208134,0,G,7,SP4520408134,51.770063,-1.3463038,4060,8.657220169,152
881,O70,445581,207543,0,G,70,SP4558107543,51.76472,-1.340918,4623,21.69707004,284
882,O71,445601,207495,0,G,71,SP4560107495,51.764286,-1.3406345,4461,47.42715384,320
883,O72,445710,207363,90,G,72,SP4571007363,51.763091,-1.3390725,4661,8.21483618,340
884,O73,445701,207287,210,G,73,SP4570107287,51.762408,-1.3392129,4660,5.128707649,300
885,O74,445633,207336,90,G,74,SP4563307336,51.762854,-1.3401917,4509,4.467000075,4
886,O75,445771,207167,180,G,75,SP4577107167,51.761324,-1.3382144,4572,3.221605295,114
887,O75A,445831,207156,30,G,0,SP4583107156,51.76122,-1.3373466,4582,9.003665268,26
888,O75B,445871,207128,30,G,0,SP4587107128,51.760965,-1.3367708,642,8.228730981,296
889,O75C,445833,207104,330,G,0,SP4583307104,51.760752,-1.3373245,4577,14.8265464,40
890,O75D,445894,207085,330,G,0,SP4589407085,51.760577,-1.3364432,4580,13.43328657,294
891,O76,445791,207211,30,G,76,SP4579107211,51.761718,-1.3379189,4586,18.65551326,146
892,O77,445712,207288,60,G,77,SP4571207288,51.762416,-1.3390534,4660,14.34627333,46
893,O78,445747,207343,220,G,78,SP4574707343,51.762908,-1.338539,4649,3.796242258,180
894,O78A,445754,207373,0,G,0,SP4575407373,51.763177,-1.3384337,4596,27.39031024,90
895,O79,445788,207391,0,G,79,SP4578807391,51.763336,-1.3379387,4597,7.236828033,252
896,O8,445209,208156,0,G,8,SP4520908156,51.770261,-1.3462284,4061,12.03376877,36
897,O80,445811,207437,0,G,80,SP4581107437,51.763748,-1.3375994,4599,16.59297494,206
898,O81,445780,207503,0,G,81,SP4578007503,51.764344,-1.3380399,4631,20.03437418,308
899,O82,445805,207581,0,G,82,SP4580507581,51.765043,-1.3376674,4646,18.50101192,186
900,O83,445788,207626,0,G,83,SP4578807626,51.765449,-1.3379078,4724,4.109377533,346
901,O84,445745,207578,0,G,84,SP4574507578,51.765021,-1.3385372,4664,3.78565592,137
902,O85,445640,207607,0,G,85,SP4564007607,51.76529,-1.3400547,4678,7.385950111,196
903,O86,445584,207656,0,G,86,SP4558407656,51.765735,-1.3408597,4689,39.25446697,340
904,O87,445494,207678,0,G,87,SP4549407678,51.76594,-1.3421609,4617,49.32420049,2
905,O9,445268,208155,0,G,9,SP4526808155,51.770247,-1.3453736,4026,2.842049906,260
906,O93,445912,207646,0,G,93,SP4591207646,51.765619,-1.3361085,4787,12.11116432,150
907,O94,445958,207606,120,G,94,SP4595807606,51.765255,-1.3354472,4876,19.78106327,312
908,O95,445955,207586,230,G,95,SP4595507586,51.765076,-1.3354933,4877,33.59852906,106
909,O96,445978,207544,90,G,96,SP4597807544,51.764696,-1.3351656,5606,19.43680749,154
910,P1,447226,207401,0,G,1,SP4722607401,51.763307,-1.3171025,378,34.50497726,340
911,P10,447352,207569,0,G,10,SP4735207569,51.764807,-1.315254,416,22.77042541,120
912,P100,447090,207506,200,B,100,SP4709007506,51.764262,-1.3190587,439,15.65317923,80
913,P101,447099,207553,0,B,101,SP4709907553,51.764684,-1.318922,438,22.3594202,270
914,P102,447049,207463,0,B,102,SP4704907463,51.763879,-1.3196586,454,21.12125583,50
915,P103,447024,207438,340,B,103,SP4702407438,51.763657,-1.3200242,511,35.22908213,50
916,P104,447103,207401,0,B,104,SP4710307401,51.763317,-1.3188846,448,18.08465676,320
917,P105,447121,207367,0,B,105,SP4712107367,51.76301,-1.3186284,509,4.548890222,140
918,P106,447170,207355,0,B,106,SP4717007355,51.762898,-1.3179201,506,10.08166347,20
919,P107,447185,207396,140,B,107,SP4718507396,51.763265,-1.3176972,376,6.004189351,200
920,P108,447169,207449,0,B,108,SP4716907449,51.763743,-1.3179218,385,16.47192814,340
921,P109,447156,207507,0,B,109,SP4715607507,51.764266,-1.3181023,390,8.789817233,220
922,P11,447292,207557,330,G,11,SP4729207557,51.764704,-1.316125,413,27.28746453,270
923,P110,447273,207452,0,B,110,SP4727307452,51.763762,-1.3164146,380,65.30351696,200
924,P111,447281,207423,0,B,111,SP4728107423,51.7635,-1.3163026,494,39.89554752,320
925,P112,447298,207400,0,B,112,SP4729807400,51.763292,-1.3160594,494,20.60460843,240
926,P113,447302,207457,0,B,113,SP4730207457,51.763804,-1.3159937,494,75.36692297,10
927,P114,447351,207475,0,B,114,SP4735107475,51.763962,-1.3152813,429,47.38005499,30
928,P115,447380,207458,0,B,115,SP4738007458,51.763806,-1.3148634,429,36.06940767,320
929,P116,447401,207501,0,B,116,SP4740107501,51.764191,-1.3145533,429,11.78459853,10
930,P117,447363,207510,0,B,117,SP4736307510,51.764275,-1.3151027,426,32.31075516,10
931,P118,447300,207495,0,B,118,SP4730007495,51.764146,-1.3160175,412,49.91778009,20
932,P119,447256,207485,140,B,119,SP4725607485,51.76406,-1.3166564,398,41.79163562,70
933,P12,447234,207533,0,G,12,SP4723407533,51.764493,-1.3169686,398,25.23836024,110
934,P120,447339,207515,0,B,120,SP4733907515,51.764322,-1.3154497,426,41.30100542,340
935,P121,447326,207584,0,B,121,SP4732607584,51.764944,-1.3156287,414,4.464679087,270
936,P122,447269,207607,0,B,122,SP4726907607,51.765155,-1.3164515,410,37.13385002,90
937,P123,447218,207606,0,B,123,SP4721807606,51.765151,-1.3171906,402,0.911685792,0
938,P124,447254,207641,0,B,124,SP4725407641,51.765462,-1.3166642,410,4.048331226,10
939,P125,447306,207623,0,B,125,SP4730607623,51.765296,-1.3159132,418,23.91458123,10
940,P126,447352,207627,0,B,126,SP4735207627,51.765328,-1.3152461,418,22.26351207,260
941,P13,447236,207463,160,G,13,SP4723607463,51.763864,-1.3169492,380,31.7589881,60
942,P14,447153,207569,240,G,14,SP4715307569,51.764824,-1.3181374,393,19.69627285,160
943,P15,447105,207602,30,G,15,SP4710507602,51.765124,-1.3188284,436,16.62686562,60
944,P16,447070,207627,30,G,16,SP4707007627,51.765352,-1.3193322,460,37.70397789,140
945,P17,447006,207612,30,G,17,SP4700607612,51.765222,-1.3202615,463,14.4065812,80
946,P18,446946,207594,150,G,18,SP4694607594,51.765066,-1.3211333,465,46.39887206,10
947,P19,446914,207610,60,G,19,SP4691407610,51.765212,-1.3215948,465,17.40757443,50
948,P2,447207,207496,0,G,2,SP4720707496,51.764163,-1.3173649,398,21.36597056,160
949,P20,446835,207588,70,G,20,SP4683507588,51.765021,-1.3227424,466,72.70208842,140
950,P21,446767,207550,330,G,21,SP4676707550,51.764685,-1.3237328,796,88.23237972,220
951,P22,446823,207540,150,G,22,SP4682307540,51.76459,-1.3229227,466,114.6202809,190
952,P23,446911,207516,150,G,23,SP4691107516,51.764367,-1.3216509,465,111.4415914,150
953,P24,446997,207497,180,G,24,SP4699707497,51.764189,-1.3204074,462,38.30961338,240
954,P3,447167,207552,0,G,3,SP4716707552,51.76467,-1.3179368,396,23.16514812,310
955,P4,447188,207600,160,G,4,SP4718807600,51.765099,-1.3176261,397,22.46891911,160
956,P5,447227,207657,210,G,5,SP4722707657,51.765608,-1.3170532,405,7.954368442,120
957,P6,447223,207764,60,G,6,SP4722307764,51.766571,-1.3170967,476,23.82311205,30
958,P7,447254,207743,60,G,7,SP4725407743,51.766379,-1.3166504,476,13.76225918,30
959,P8,447288,207789,0,G,8,SP4728807789,51.76679,-1.3161515,479,0.996313636,220
960,P9,447314,207803,60,G,9,SP4731407803,51.766914,-1.3157728,482,3.229419821,230
961,SW1,446202,207911,110,G,1,SP4620207911,51.767977,-1.3318713,769,3.377333155,330
962,SW10,446318,207681,0,G,10,SP4631807681,51.7659,-1.3302211,823,3.027680126,260
963,SW101,446187,207226,30,G,101,SP4618707226,51.76182,-1.3321795,946,17.10885346,216
964,SW101A,446196,207193,30,G,0,SP4619607193,51.761523,-1.3320535,928,4.797784261,216
965,SW102,446220,207170,30,G,102,SP4622007170,51.761314,-1.3317088,932,1.646769676,216
966,SW103,446179,207148,30,G,103,SP4617907148,51.76112,-1.3323058,874,5.243519319,216
967,SW104,446208,207102,160,G,104,SP4620807102,51.760704,-1.3318917,876,34.43377796,216
968,SW104A,446212,207124,40,G,0,SP4621207124,51.760901,-1.3318309,877,16.53265537,216
969,SW105,446199,207047,160,G,105,SP4619907047,51.76021,-1.3320294,608,2.837432934,216
970,SW106,446160,207048,160,G,106,SP4616007048,51.760222,-1.3325943,613,5.733906102,216
971,SW107,446138,207050,200,G,107,SP4613807050,51.760242,-1.3329128,615,14.03844424,216
972,SW108,446096,207116,0,G,108,SP4609607116,51.760839,-1.3335125,624,26.29046526,216
973,SW109,446096,207151,160,G,109,SP4609607151,51.761153,-1.3335079,625,8.287167829,216
974,SW109A,446136,207132,160,G,0,SP4613607132,51.760979,-1.3329309,622,6.463202506,216
975,SW11,446322,207640,230,G,11,SP4632207640,51.765531,-1.3301685,819,4.241879697,260
976,SW110,446074,207166,210,G,110,SP4607407166,51.76129,-1.3338247,629,0.610427094,216
977,SW111,445998,207149,160,G,111,SP4599807149,51.761143,-1.334928,631,27.14134782,216
978,SW112,445938,207160,240,G,112,SP4593807160,51.761247,-1.3357958,634,12.13446175,216
979,SW113,446006,207196,30,G,113,SP4600607196,51.761565,-1.3348059,631,42.50686026,216
980,SW114,446053,207205,350,G,114,SP4605307205,51.761642,-1.3341237,917,23.89152421,216
981,SW115,446077,207219,30,G,115,SP4607707219,51.761766,-1.3337742,917,4.240242357,216
982,SW116,446054,207258,210,G,116,SP4605407258,51.762119,-1.3341023,915,36.02975503,216
983,SW117,446081,207294,160,G,117,SP4608107294,51.76244,-1.3337063,914,55.04894353,216
984,SW118,446052,207310,210,G,118,SP4605207310,51.762586,-1.3341244,948,42.43366548,216
985,SW119,446065,207349,160,G,119,SP4606507349,51.762936,-1.3339308,951,3.159011616,216
986,SW12,446325,207598,0,G,12,SP4632507598,51.765153,-1.3301307,829,8.63405696,340
987,SW120,446049,207370,30,G,120,SP4604907370,51.763126,-1.3341599,1268,9.372296463,216
988,SW121,446035,207358,200,G,121,SP4603507358,51.763019,-1.3343643,948,18.65689752,216
989,SW122,445975,207429,0,G,122,SP4597507429,51.763663,-1.3352243,645,14.22131607,216
990,SW123,445980,207450,0,G,123,SP4598007450,51.763851,-1.3351491,647,7.642910807,216
991,SW124,445999,207472,0,G,124,SP4599907472,51.764047,-1.3348709,650,4.507825685,216
992,SW125,446013,207509,0,G,125,SP4601307509,51.764379,-1.3346631,5606,30.13026027,216
993,SW126,446067,207515,0,G,126,SP4606707515,51.764428,-1.3338799,1513,2.620222104,216
994,SW127,446100,207537,160,G,127,SP4610007537,51.764623,-1.3333989,1484,6.979273889,216
995,SW128,446154,207556,160,G,128,SP4615407556,51.76479,-1.3326139,1386,6.939930076,216
996,SW129,446172,207564,340,G,129,SP4617207564,51.76486,-1.3323521,1348,7.000593749,216
997,SW13,446304,207573,0,G,13,SP4630407573,51.76493,-1.3304383,832,12.65905386,130
998,SW130,446195,207552,160,G,130,SP4619507552,51.76475,-1.3320204,1314,5.392884418,216
999,SW131,446202,207595,160,G,131,SP4620207595,51.765136,-1.3319133,1311,26.69907564,216
1000,SW132,446225,207621,160,G,132,SP4622507621,51.765368,-1.3315766,1529,9.527170634,216
1001,SW133,446261,207582,160,G,133,SP4626107582,51.765015,-1.3310601,859,11.76982744,216
1002,SW134,446238,207656,160,G,134,SP4623807656,51.765682,-1.3313835,1531,13.21594023,216
1003,SW14,446269,207543,0,G,14,SP4626907543,51.764663,-1.3309494,858,9.181341108,70
1004,SW15,446239,207502,330,G,15,SP4623907502,51.764297,-1.3313895,850,9.552981068,320
1005,SW16,446260,207486,0,G,16,SP4626007486,51.764152,-1.3310874,855,6.832832798,200
1006,SW17,446303,207522,0,G,17,SP4630307522,51.764472,-1.3304595,834,37.28401353,90
1007,SW18,446358,207530,0,G,18,SP4635807530,51.764539,-1.3296616,810,29.94159973,150
1008,SW19,446366,207553,0,G,19,SP4636607553,51.764745,-1.3295426,809,6.450609625,100
1009,SW2,446216,207872,250,G,2,SP4621607872,51.767626,-1.3316736,1563,4.217397983,90
1010,SW20,446401,207578,160,G,20,SP4640107578,51.764967,-1.3290321,807,5.243455601,250
1011,SW21,446420,207586,30,G,21,SP4642007586,51.765037,-1.3287558,807,16.58456449,0
1012,SW22,446461,207595,150,G,22,SP4646107595,51.765115,-1.3281605,792,0.620552259,340
1013,SW23,446500,207603,250,G,23,SP4650007603,51.765184,-1.3275944,792,40.12567033,250
1014,SW24,446523,207555,160,G,24,SP4652307555,51.76475,-1.3272675,800,51.40691512,160
1015,SW25,446550,207531,0,G,25,SP4655007531,51.764532,-1.3268795,800,59.84595072,330
1016,SW26,446443,207551,0,G,26,SP4644307551,51.764721,-1.3284272,802,6.198699755,180
1017,SW27,446425,207513,0,G,27,SP4642507513,51.764381,-1.3286931,802,43.31588527,90
1018,SW28,446452,207485,0,G,28,SP4645207485,51.764127,-1.3283056,799,46.20399451,140
1019,SW29,446468,207456,0,G,29,SP4646807456,51.763865,-1.3280776,799,53.58831149,260
1020,SW3,446241,207877,0,G,3,SP4624107877,51.767668,-1.3313107,778,2.501755102,40
1021,SW30,446515,207464,0,G,30,SP4651507464,51.763933,-1.3273956,799,43.39349279,180
1022,SW31,446510,207428,0,G,31,SP4651007428,51.76361,-1.3274728,592,73.04421725,320
1023,SW32,446283,207229,40,G,32,SP4628307229,51.761839,-1.3307883,602,1.255788287,0
1024,SW33,446328,207281,200,G,33,SP4632807281,51.762303,-1.3301294,841,23.87413181,0
1025,SW34,446359,207329,230,G,34,SP4635907329,51.762732,-1.3296738,798,37.03216707,110
1026,SW35,446381,207367,330,G,35,SP4638107367,51.763072,-1.32935,797,2.875044953,70
1027,SW36,446424,207402,0,G,36,SP4642407402,51.763383,-1.3287223,593,41.96544434,220
1028,SW37,446460,207369,100,G,37,SP4646007369,51.763083,-1.3282051,592,18.97162382,300
1029,SW38,446503,207382,90,G,38,SP4650307382,51.763197,-1.3275804,592,31.9027451,220
1030,SW39,446571,207394,140,G,39,SP4657107394,51.763299,-1.3265936,518,76.46990239,30
1031,SW4,446274,207846,0,G,4,SP4627407846,51.767387,-1.3308367,781,9.902713899,20
1032,SW40,446601,207390,140,G,40,SP4660107390,51.76326,-1.3261594,518,59.04854945,30
1033,SW41,446596,207436,0,G,41,SP4659607436,51.763674,-1.3262257,518,36.06617943,200
1034,SW42,446590,207469,0,G,42,SP4659007469,51.763972,-1.3263082,518,50.65850632,130
1035,SW43,446607,207530,0,G,43,SP4660707530,51.764519,-1.3260538,793,51.98533084,110
1036,SW44,446666,207532,180,G,44,SP4666607532,51.764532,-1.3251986,794,3.501025066,70
